SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*CCN(CCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)NCC1CCCC(CNC(=O)O*)C1,,,3.1195
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,,3.1231
*c1cc(*)c(O)c(C=Nc2ccc(S(=O)(=O)O)cc2)c1,,,3.1232
*Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(C(=O)Nc5ccc(*)cc5)c(C(=O)O)c4)cc3C(=O)O)cc2)cc1,,,3.1241
*Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,,,3.1247
*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc(*)cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,,,3.1298
*c1ccc(-c2nc3cc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,3.1353
*OC1=CC(=O)C(*)=CC1=O,,,3.1359
*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,,,3.1462
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,,,3.1462
*Nc1cc(Br)c(*)cc1Br,,,3.1464
*Oc1cc(Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,,,3.1481
*CNc1ccc(C(*)=O)s1,-6,2.5818,3.1504
*Nc1ccc(NO*)cc1,-5.91,3.6275,3.151
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,,,3.1515
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)cc(O)n(*)c4=S)cc3)cc2)cc1,,,3.1515
*C(=O)Nc1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,,3.1573
*Oc1ccc(N=Nc2ccc(*)cc2)cc1,,,3.1576
*C=Nc1cccc(N=Cc2cccc(*)n2)c1,,,3.1599
*c1nc2cc3sc(-c4cc(OCCCC)c(*)cc4OCCCC)nc3cc2s1,,,3.1607
*c1ccc(-c2nc3ccc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,3.1693
*c1ccc(-c2cnc3cc(S(=O)(=O)c4ccc5nc(*)cnc5c4)ccc3n2)cc1,,,3.1704
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,,,3.1709
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,,,3.1735
*Nc1cc(Cl)c(*)cc1Cl,,,3.1744
*Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccc([CH3](C)(C)c4ccc(C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,,,3.1752
*Nc1ccc(-c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,,2.4795,3.1781
*c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)cc1,,,3.1782
*C(=O)Nc1cccc(NC(=O)c2ccc3[CH3]c(-c4ccc(-c5nc6cc(*)ccc6[CH3]5)cc4)nc3c2)c1,,,3.1791
*Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C(*)=O)c3)cc2)cc1,,,3.1839
*C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[CH3]c(-c5cccc(-c6nc7cc(*)ccc7[CH3]6)c5)nc4c3)c2)c1,,,3.186
*c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc(*)cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,,,3.1875
*c1ccc(Oc2ccc(N3C(=O)C(=O)N(*)C3=O)cc2)cc1,,,3.1876
*c1cncc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)c1,,,3.1882
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)nc2c1,,,3.1886
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,,,3.1892
*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,,,3.1899
*c1ccc(*)c2nc(-c3ccccc3)c(-c3ccccc3)nc12,,,3.1914
*c1cc(CC(=O)OCCCCCCCC)c(*)[CH3]1,,,3.192
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,3.193
*c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,,3.1965
*c1ccc2cc(-c3nc4cc5[CH3]c(*)nc5cc4[CH3]3)ccc2c1,,,3.1978
*c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc(*)cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,,,3.1981
*c1c(C)cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,,,3.1985
*CC(*)OCCOc1ccc(C=C(C#N)C(=O)OC)cc1,,,3.1988
*c1ccc(-c2nc3ccc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,3.199
*c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc(*)nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,,,3.1992
*c1[CH3]c(*)c(C(=O)O)c1C,,,3.2017
*c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc(*)oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,3.2022
*C1=NC2=CC(*)C=CC2=C1,,,3.2065
*NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)c1,,,3.2068
*c1cccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,,,3.2083
*C=Cc1ccc(*)c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,,,3.2107
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,,,3.2111
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,,,3.2111
*C#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(*)c1cncnc1,,,3.2132
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,-6.12,2.8214,3.2138
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(S(=O)(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,3.2146
*Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,3.2149
*Nc1cc(OC)c(*)cc1OC,,,3.2172
*c1ccc(-c2cnc3cc(-c4ccc5nc(*)cnc5c4)ccc3n2)cc1,,,3.2178
*NC(=S)c1ccc(O*)s1,-5.82,2.3899,3.2187
*c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn(*)c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,,,3.2201
*c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,,3.2222
*Oc1ccc(Oc2ccc(N=C(c3ccc(-c4ccc(-c5ccc(C(=Nc6ccc(*)cc6)C(C#N)C#N)cc5)cc4)cc3)C(C#N)C#N)cc2)cc1,,,3.2228
*NC(=O)Nc1ccc(*)s1,-6.15,3.137,3.228
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,3.2294
*Nc1ccc(*)nc1,,,3.2295
*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,,3.2296
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,,,3.2298
*CCc1ccc(-c2ccc(*)s2)s1,-5.86,2.7315,3.23
*CCC(=O)C(*)=S,-5.61,1.8131,3.2378
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,,,3.2399
*c1ccc(Nc2cc(C)c(*)s2)cc1,,,3.2402
*c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,,3.2404
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)C)c2)cc1C(C)C,,,3.2409
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,,3.2472
*C=Cc1cccc(C=Cc2cc(*)nc(-c3ccccc3)n2)c1,,,3.248
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c(*)nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,,,3.2485
*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,,,3.2508
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCC)cc1,,,3.2519
*c1ccc(-c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,3.252
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,-6.29,2.8665,3.2538
*Nc1ccc(-c2ccc(NC(=O)c3cc(C(=O)O)c(C(*)=O)cc3C(=O)O)cc2)cc1,,,3.2555
*CC(*)c1ccc(S(=O)(=O)O)cc1,,,3.2569
*C=Cc1cc(Cl)c(*)cc1Cl,,,3.2579
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,,,3.2587
*c1cc2c(s1)-c1sc(*)cc1C2(CCCCCCCC)CCCCCCCC,,,3.2588
*Nc1ccc(*)cc1OCCCCS(=O)(=O)O,,,3.2606
*CC(*)c1ccc(C(=O)CCN2CCOCC2)cc1,,,3.2629
*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,,,3.2647
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2c(NCCCO)c(=O)c2=O)cc1,,,3.2653
*C(C)=C(*)C#N,,,3.2656
*CCOc1ccc(C(=O)OC(=O)c2ccc(C(=O)OC(=O)c3ccc(O*)c(OC)c3)cc2)cc1OC,,,3.2659
*c1ccc(C(c2ccccc2)(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)C(F)(F)F)cc1,,,3.2662
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,,,3.2673
*Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,,,3.2678
*Nc1ccc(-c2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C(*)=O)c3)cc2)cc1,,,3.2688
*OC(=S)c1ccc(C(*)=O)cc1,-6.35,2.5144,3.2688
*c1ccc2cc(-c3nc4cc5sc(*)nc5cc4s3)ccc2c1,,,3.27
*Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(*)cc4)cc3)cc2)cc1,,,3.2757
*c1[CH3]c(*)c(CC(=O)OC)c1CC(=O)OC,,,3.2776
*c1cc(*)c(O)c(C=O)c1,,,3.2778
*Oc1c(C)c(C)c(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(*)cc4)cc3)cc2)c(C)c1C,,,3.2842
*Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,3.2858
*c1sc(*)c(OCCCC)c1OC,,,3.2859
*Nc1ccc(-c2ccc(NC(=O)c3ccc(C4(c5ccc(C(*)=O)cc5)OC(=O)c5ccccc54)cc3)cc2)cc1,,,3.2864
*c1ccc(Oc2ccc(-c3nc4cc5sc(*)nc5cc4s3)cc2)cc1,,,3.2878
*C(=O)Nc1cccc(NC(=O)c2ccc(-c3nc4cc(*)ccc4[CH3]3)cc2)c1,,,3.2886
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,,,3.2895
*C(=O)Nc1cc(NC(=O)c2ccc3[CH3]c(-c4cccc(-c5nc6cc(*)ccc6[CH3]5)c4)nc3c2)cc(-c2nc3ccccc3[CH3]2)c1,,,3.2918
*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc(*)ccc5nc4-c4ccccc4)cc3)nc2c1,,,3.2924
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,,,3.2926
*c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)cc1,,,3.2935
*NC(=S)c1ccc(O*)cc1,-6.02,2.6021,3.2939
*c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc(*)nc5c4)cc3n2)cc1,,,3.2952
*Cc1ccc(CC(*)=S)s1,-5.65,2.5553,3.2956
*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)n1,,,3.2959
*c1cccc(-c2nc3ccc(-c4ccc5nc(*)oc5c4)cc3o2)c1,,,3.2965
*Cc1ccc(CC(*)=S)cc1,-5.85,2.9253,3.2973
*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(*)=O)c2)c1,,,3.2998
*c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,,,3.3015
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cnc(*)cn2)c1,,,3.3027
*c1cccc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)c1,,,3.3066
*C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc(*)ccc5[CH3]4)cc3)c2)c1,,,3.3084
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)C(*)(C(F)(F)F)C(F)(F)F)cc1)C2=O,,,3.3094
*Nc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC(*)=S)c2)cc1,,,3.3129
*c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,,,3.3136
*C(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(*)nc2)s1,,,3.3177
*c1ccc(-c2cnc3cc(Oc4ccc5nc(*)cnc5c4)ccc3n2)cc1,,,3.3179
*C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc(*)cc2)cc1CCCCCCCCCC,,,3.3187
*c1ccc(Sc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,,,3.3214
*C(=S)NC(F)(F)C(*)(F)F,-5.29,2.8927,3.3248
*c1ccc(*)nn1,,,3.3251
*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,,,3.3259
*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,3.3278
*C=Cc1ccc(*)cc1,,,3.3285
*Nc1ccc(*)cc1CCCCCCCCCCCCCCC,,,3.3286
*Cc1ccc(-c2ccc(N*)s2)s1,-5.92,2.8559,3.3296
*c1cc(CCCS(=O)(=O)O)c(*)s1,,,3.3298
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,,,3.3303
*Nc1ccc(NC(=O)c2c(F)c(F)c(C(*)=O)c(F)c2F)cc1,,,3.3309
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,-6.42,2.5479,3.3319
*c1ccc(-c2ccc3[CH3]c(-c4nc5cc(*)ccc5[CH3]4)nc3c2)cc1,,,3.3322
*c1sc(*)c2c1OCC(CCCCCC)O2,,,3.3322
*C(=O)c1ccc(C(=O)N(C)c2ccc(Cl)c(N(*)C)c2)cc1,,,3.3332
*c1ccc(-n2ccc(-c3ccc(-c4ccn(*)n4)cc3)n2)cc1,,,3.3335
*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,,,3.335
*c1sc(*)c(C)c1C,,,3.3355
*c1cc2cc(*)sc2s1,,,3.3358
*c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,,3.3359
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,,,3.3361
*C(=O)Nc1cccc(NC(=O)c2ccc3[CH3]c(-c4cccc(-c5nc6cc(*)ccc6[CH3]5)c4)nc3c2)c1,,,3.3364
*c1ccc(-c2csc(-c3nc(*)cs3)n2)cc1,,,3.3372
*c1ccc(Oc2ccc(-c3cc(OCCCCCC)c(-c4ccc(Oc5ccc(-c6nnc(*)o6)cc5)cc4)cc3OCCCCCC)cc2)cc1,,,3.3395
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccncc5)cc(C(=O)Nc5ccc(*)cc5)c4)cc3)cc2)cc1,,,3.3418
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,,3.3421
*C=NCCN=Cc1ccc(Sc2ccc(*)o2)o1,,,3.3427
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,-6.18,2.587,3.3427
*c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn(*)c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,,,3.3441
*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(=O)Nc4ccc(*)cc4)c(C(=O)O)c3)cc2C(=O)O)cc1,,,3.3446
*Nc1cnc(*)c(O)c1,,,3.3471
*Nc1ccc(*)cc1Br,,,3.3506
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,3.3541
*Nc1ccc(OC(*)=S)s1,-5.92,2.6588,3.3542
*Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,,,3.3558
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,-6.15,2.3796,3.3567
*c1cc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc(C(F)(F)F)c1,,,3.3576
*c1ccc(-c2cnc3ccc(-c4ccc5ncc(*)nc5c4)cc3n2)cc1,,,3.3577
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c2C)C3=O)cc1,,,3.3589
*NC(=O)C(=S)O*,-5.88,2.095,3.3593
*c1ccc(-c2cnc3ccc(-c4ccc5nc(*)cnc5c4)cc3n2)cc1,,,3.3633
*c1ccc(-c2cnc3ccc(Oc4ccc5ncc(*)nc5c4)cc3n2)cc1,,,3.3633
*Nc1cc(OCC)c(*)cc1OCC,,,3.3635
*Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(*)cc3)cc2)cc1,,,3.3644
*c1ccc(-c2csc(-c3cccc(-c4nc(*)cs4)n3)n2)cc1,,,3.3649
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,,,3.3649
*Nc1c([CH3])c([CH3])c(*)c([CH3])c1[CH3],,,3.3666
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,,,3.3682
*c1ccc(N(*)c2ccc(S(=O)(=O)O)cc2)cc1,,,3.3685
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,-6.29,2.397,3.3694
*CC(=S)OC(*)=S,-5.45,2.7744,3.3702
*c1ccc(*)c2nc(CC)c(CC)nc12,,,3.3743
*c1cc(C=Nc2ccc(C)cc2)c(*)c(OC)c1,,,3.3765
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,-6.12,2.512,3.3769
*c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc(*)ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,,,3.3775
*Nc1ccc(-c2ccc(*)cc2)c(C)c1,,,3.3791
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,-5.83,3.3708,3.3802
*c1ccc(C2(c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)OC(=O)c3ccccc32)cc1,,,3.3847
*Nc1ccc(C(=O)c2ccc(*)cc2)cc1,-6.34,,3.3853
*Nc1ccc(C(=O)O*)s1,-6.14,,3.3859
*Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccc(Oc5nc(*)nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,,,3.3904
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(S(=O)(=O)c5ccc(C(*)=O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,,,3.3925
*CCCC(*)=S,-5.22,2.9464,3.3942
*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,3.3951
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(*)=O)c2)cc1,,,3.3958
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,3.396
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,-6.4,2.6675,3.3965
*C=Cc1cccc(C=Cc2cc(*)ncn2)c1,,,3.4013
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)o4)c3)o2)cc1,,,3.4013
*c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,,,3.4025
*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCC,,,3.4055
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc(*)cc6)cc5)cc4)cccc23)cc1,,,3.4062
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,-6.21,2.5123,3.4067
*c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc(*)nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,,,3.4086
*CNCC(*)=S,-5.26,2.6614,3.4106
*CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O*)c(C)c2)cc1C,,,3.4115
*c1ccc(-c2nc(-c3ccc(-c4nc(*)sc4C(=O)O)cc3)c(C(=O)O)s2)cc1,,,3.4119
*Nc1ccc(*)cc1O,,,3.4121
*NNC(=S)c1ccc(C(*)=S)cc1,,,3.4154
*c1ccc(C(c2ccccc2)(c2ccc(-c3nc4ccc(-c5ccc6nc(*)oc6c5)cc4o3)cc2)C(F)(F)F)cc1,,,3.4178
*Nc1ccc(NC(=O)c2ccc(C3(c4ccc(C(*)=O)cc4)OC(=O)c4ccccc43)cc2)cc1,,,3.4199
*CC(*)c1ccc(CCl)cc1,,,3.4202
*CC(*)n1cncn1,,,3.4207
*c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,3.4215
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,-6.31,2.9094,3.4269
*Nc1c(OC)cc(*)cc1OC,,,3.4275
*c1ccc(Oc2ccc3c(c2)C(=O)N(*)C3=O)cc1,,,3.4303
*CCCCCCCOc1ccc(C=CC=Cc2ccc(O*)c(C)c2)cc1C,,,3.4306
*NC(=O)NC(*)=NC(=N)N,,,3.4308
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,,3.4309
*c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N(*)C8=O)cccc56)cc4C3=O)c(C)c2)cc1C,,,3.4317
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CC3CC2C2CCCC32)cc1,,,3.4323
*CC(=S)NO*,-5.27,3.2554,3.435
*NC(CCCNC(=O)c1ccc(Cl)cc1)C(*)=O,,,3.4369
*Oc1ccc(Oc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,3.4373
*C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cccc(*)n3)cc2)cc1,,,3.4406
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccccc5)C6=O)cc4)cc3)cc2)cc1,,,3.4421
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(C)C6=O)cc4)cc3)cc2)cc1,,,3.443
*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,,2.9894,3.4431
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)OC)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,,,3.4437
*C=CC(=C(C)C)C(*)=C(C)C,,,3.4443
